trend,id,text
Landim,1587603291004887000,"RT @Diogotapuio: Angela Machado, diretora de responsabilidade social do #Flamengo , esposa do presidente do clube Rodolfo Landim e bolsonar…"
Landim,1587603268812816400,"RT @choquei: 🚨GRAVE: Ângela Machado, diretora de Responsabilidade Social do Flamengo e esposa de Rodolfo Landim, presidente do clube, desti…"
Landim,1587603266698989600,"RT @choquei: 🚨GRAVE: Ângela Machado, diretora de Responsabilidade Social do Flamengo e esposa de Rodolfo Landim, presidente do clube, desti…"
Landim,1587603246860087300,"RT @Diogotapuio: Angela Machado, diretora de responsabilidade social do #Flamengo , esposa do presidente do clube Rodolfo Landim e bolsonar…"
Landim,1587603275230085000,"RT @renanmouraglobo: Como divulgado inicialmente pelo UOL, Angela Machado, diretora de Responsabilidade Social do Flamengo e esposa do pres…"
Landim,1587603246490980400,"RT @AndradeRNegro2: De todas as manifestações contra os nordestinos, nenhuma doeu tanto quanto o post da diretora do Flamengo e esposa de R…"
Landim,1587603252039884800,"RT @choquei: 🚨GRAVE: Ângela Machado, diretora de Responsabilidade Social do Flamengo e esposa de Rodolfo Landim, presidente do clube, desti…"
Landim,1587603237766680600,"RT @choquei: 🚨GRAVE: Ângela Machado, diretora de Responsabilidade Social do Flamengo e esposa de Rodolfo Landim, presidente do clube, desti…"
Landim,1587603231538045000,"RT @AndradeRNegro2: De todas as manifestações contra os nordestinos, nenhuma doeu tanto quanto o post da diretora do Flamengo e esposa de R…"
Landim,1587603240010809300,"RT @renanmouraglobo: Como divulgado inicialmente pelo UOL, Angela Machado, diretora de Responsabilidade Social do Flamengo e esposa do pres…"
chelo,1587602790754533400,"@walac_s @loudgods E sobre o chelo pode n ser ele tmb, só FALLEN e kscerato já estaria bom .. com esse pensamento d… https://t.co/FDCJ3NRxM6"
chelo,1587602173042507800,"Ser o chelo não mata 3,2 o time da Imperial não faz nada, vini é boltz é dois inútil, demora para fazer qualquer aç… https://t.co/MmFIgo1XwX"
chelo,1587602592414195700,"@igorv1an4 @Fravioh__ @Ferdepre @POR70_ segundo o chelo (player que está jogando) nao da pra entender nada, só da p… https://t.co/wRnfwgwhnK"
chelo,1587601997762809900,"Chelo dançando na frente do awp dps de saber q o cara lá e teve q jogar o round c 15 de life 👍"
chelo,1587601883694260200,"@alfapobre Uma line com Chelo e Fallen coach é a única esperança do CS brasileiro"
chelo,1587601947699323000,"@decanocom @decanocomuy @Lucaaspilar @chelo_188"
chelo,1587601797044125700,"@laabdon @LuisSuarez9 @mati22900 @chelo_188 @Lucaaspilar"
chelo,1587601601778401300,"@pedriin_ho @Guizin42988007 seu cu"
chelo,1587601130770628600,"@FeLLLpeSz @loudgods fallen ja n é o msm a tmp, a n ser q venha pra comissão tecnica agregaria e mt,  kscerato exce… https://t.co/GBcfIQkQyj"
chelo,1587601019973865500,"@pedriin_ho @era_chelo Fala pra Molina q deu mole é vapo 😼"
Cuiabá,1587603283958431700,"O Cuiabayern venceu o Botafogo e mexe diretamente com os times cearenses. Em nosso caso, ao segurar o time carioc… https://t.co/bVK2QjcZVk"
Cuiabá,1587603250433462300,"@Jandersonfogao @CanaldoMedeiros Cuiabá não ganhava fora de casa a 3 meses e a culpa da derrota é da torcida? Kkkkk… https://t.co/n4qp2xzuLG"
Cuiabá,1587603245240836000,"Botafogo deu 23 chutes, resultado 2x0 Cuiabá"
Cuiabá,1587603229394731000,"Até o Cuiabá ganha, só os fracassados do incompetentemente @RobinsonCastro1 que não."
Cuiabá,1587603225565347800,"RT @Oledobrasil: DEYVERSON  - Melhor dançarino do Brasileirão  - Melhor centroavante do segundo turno  - Melhor simulador de faltas do mund…"
Cuiabá,1587603207504683000,"RT @Rudge63: @AdrillesPistola Cuiabá MT. Agora a resistência só aumenta, 1 de novembro as 20:00 horas https://t.co/bkY0hxhTsd"
Cuiabá,1587603215008292900,"Cuiabá deixou forte ODD 6.0  foi triste Botafogo kkk"
Cuiabá,1587603204640243700,"Como Botafogo consegue perder p Cuiabá 😩😡😡😡😡"
Cuiabá,1587603192967499800,"@Botafogo Por qual motivo times como América Mg, Cuiabá, Juventude, etc... estão deitando e rolando no Botafogo cara?"
Botafogo,1587603293643354000,"Se o Botafogo jogasse em casa como joga fora tava brigando pelo título"
Botafogo,1587603293383331800,"@CentralBotafogo Quero que se foda a posição política de cada um, joguem bola e só! O que me importa de jogador do… https://t.co/WOXXEhPQGJ"
Botafogo,1587603283958431700,"O Cuiabayern venceu o Botafogo e mexe diretamente com os times cearenses. Em nosso caso, ao segurar o time carioc… https://t.co/bVK2QjcZVk"
Botafogo,1587603283035783200,"@rgelalves Mano certas coisas não se fazem nem sob tortura, uma delas é apostar no Botafogo."
Botafogo,1587603294918246400,"@lance_botafogo VAI SE FUDER, Pedrinho"
Botafogo,1587603282649878500,"@beckerpedro @pedrocertezas seu erro foi achar que o botafogo segue alguma lógica"
Cuiabá,1587603178090004500,"RT @gracinhalara: Cuiabá agora!👊🏻💚💛💪🏻  É pela dignidade e pela honra!!🇧🇷  Deus, Pátria, Família e Liberdade!🙏🏻  #IntervençãoFederalJá https…"
Botafogo,1587603280171077600,"Não combinou com o #Botafogo! https://t.co/BjTqgFAgVx"
Botafogo,1587603274680897500,"@rdionvl @_tchotchomery_ @JohnTextor @Botafogo Mudar de uma hora pra outra não é fácil não, estamos acostumados a q… https://t.co/2vdutlv0Y3"
Botafogo,1587603271560077300,"@Botafogo Time de merda"
Botafogo,1587603267583987700,"@luanparedes1989 @CanaldoMedeiros um dos piores treinadores que vi no botafogo, e olha que já teve gente ruim lá, s… https://t.co/yJyKkIdR5C"
#DemitaUmPetista,1587603288651972600,"#DemitaUmPetista vamos pra cima deles"
#DemitaUmPetista,1587603268267647000,"RT @apollonevesss: A tag #DemitaUmPetista diz muita coisa sobre as pessoas de bem"
#DemitaUmPetista,1587603286978347000,"RT @gabisp22: Tá engraçado os petistas sendo demitidos, agora já sabe né  Faz o “L” #DemitaUmPetista"
#DemitaUmPetista,1587603263892951000,"com a Hasthag #DemitaUmPetista eu só consigo lembrar que essa aqui é minha chefe ❤️⭐️ @RachelPeleckis    tks univer… https://t.co/9SdKq2WPxz"
#DemitaUmPetista,1587603263540662300,"RT @Tiolunerdweek: Minha esposa é advogada trabalhista, quem souber que alguém foi vítima do #DemitaUmPetista vem fazer uma grana com a gen…"
#DemitaUmPetista,1587603284856287200,"Meu patrão tem é que agradecer pois o único técnico que deu lucro pra ele até agora foi eu, formado em escola técni… https://t.co/Hizg8Ty3T4"
#DemitaUmPetista,1587603254023790600,"RT @Tiolunerdweek: Minha esposa é advogada trabalhista, quem souber que alguém foi vítima do #DemitaUmPetista vem fazer uma grana com a gen…"
#DemitaUmPetista,1587603250253291500,"RT @Tiolunerdweek: Minha esposa é advogada trabalhista, quem souber que alguém foi vítima do #DemitaUmPetista vem fazer uma grana com a gen…"
#DemitaUmPetista,1587603261926019000,"#DemitaUmPetista eu tô nessa e não recuo"
