trend,id,text
#LulaPresidente1️⃣3️⃣,1586531315318689800,"Em nome de jesus ,amém🙏🙌 #LulaPresidente1️⃣3️⃣ https://t.co/ZPBJy6s1ef"
#LulaPresidente1️⃣3️⃣,1586531316727566300,"RT @MrJimmyDaFloof: #NewProfilePic amanhã, caralho #LulaPresidente1️⃣3️⃣ https://t.co/EbTuvzLwOA"
#LulaPresidente1️⃣3️⃣,1586531314022240300,"#LulaPresidente1️⃣3️⃣  pq o Brasil  merece um Presidente  melhor. https://t.co/ivtjUUb4pN"
#LulaPresidente1️⃣3️⃣,1586531305252003800,"RT @jandira_feghali: Numa escala de 10 a 10 qual o nível de esperança de vocês? #LulaPresidente1️⃣3️⃣"
#LulaPresidente1️⃣3️⃣,1586531309765087200,"RT @ptsaopaulosp: A VIRADA CHEGOU!!! Vamos que vamos que amanhã é 13! #HaddadGovernadorSP1️⃣3️⃣ #LulaPresidente1️⃣3️⃣ https://t.co/p7MGnlcX…"
#LulaPresidente1️⃣3️⃣,1586531306640638000,"RT @Fagner_jp: Tem cidadão de bem que apoia esse tipo de gente. Parabéns Carla, por você mostrar ainda mais ao Brasil que Bolsonarista mata…"
#LulaPresidente1️⃣3️⃣,1586531302789894100,"@guinasouzacanal @AndreJanonesAdv É sobre isso ...#LulaPresidente1️⃣3️⃣"
#LulaPresidente1️⃣3️⃣,1586531305176518700,"@folha Só por isso ai, de armação fake-fakeada2018 e Paraisopolis 2022, ja estamos farto! confirmo voto no #LulaPresidente1️⃣3️⃣"
TE AMO ESPANHOLA,1586531313095352300,"@direitasiqueira BOLSONARISMO MATA ZAMBELLI NA CADEIA TE AMO ESPANHOLA"
#LulaPresidente1️⃣3️⃣,1586531300227174400,"Essa chuva que tá caindo já é lavando o bolsonarismo.   Amanheceremos em esperança! Há de ser um novo dia.  #LulaPresidente1️⃣3️⃣"
TE AMO ESPANHOLA,1586531312856289300,"RT @EmlioMSM: ZAMBELLI ouviu TE AMO ESPANHOLA e ficou PUTA, sacou a arma no meio da rua de São Paulo. ZAMBELLI PISTOLEIRA DO BOLSONARO http…"
TE AMO ESPANHOLA,1586531315184066600,"RT @AnonNovidades: Carla Zambelli tem dois CPFs. Fez o segundo quando tinha 17 e precisava apresentar ser maior de idade para viajar e trab…"
TE AMO ESPANHOLA,1586531312512270300,"RT @AnonNovidades: Carla Zambelli tem dois CPFs. Fez o segundo quando tinha 17 e precisava apresentar ser maior de idade para viajar e trab…"
TE AMO ESPANHOLA,1586531311732199400,"RT @AndreJanonesAdv: Eu já assisti o vídeo atentamente por 3 vezes. O momento em que a bandida sai do sério não é quando ela bate boca, mas…"
TE AMO ESPANHOLA,1586531311119802400,"RT @bicmuller: Pq a Carla Zambelli sacou a arma pra um cara que disse TE AMO ESPANHOLA? Não entendi"
TE AMO ESPANHOLA,1586531310071210000,"RT @AnonNovidades: Carla Zambelli tem dois CPFs. Fez o segundo quando tinha 17 e precisava apresentar ser maior de idade para viajar e trab…"
TE AMO ESPANHOLA,1586531308506734600,"RT @AnonNovidades: Carla Zambelli tem dois CPFs. Fez o segundo quando tinha 17 e precisava apresentar ser maior de idade para viajar e trab…"
TE AMO ESPANHOLA,1586531313011474400,"RT @bicmuller: Pq a Carla Zambelli sacou a arma pra um cara que disse TE AMO ESPANHOLA? Não entendi"
TE AMO ESPANHOLA,1586531308171186200,"@AndreJanonesAdv Te amo espanhola cometeu crime."
Flamengo,1586531317100949500,"RT @giraltpablo: ¡FLAMENGO CAMPEÓN DE LA COPA LIBERTADORES 2022!🇧🇷🏆"
Flamengo,1586531316358869000,"RT @FutebolBoomers: pra torcedores de vasco, fluminense e botafogo  já é consenso aí que o flamengo é ex rival né? já não tem nem como você…"
Flamengo,1586531316287144000,"RT @Pesgrau: *Real Madrid x Flamengo no Mundial*  Vinícius Jr. dps de fazer 5 gols contra: https://t.co/XbkxmJgk2y"
Flamengo,1586531316254007300,"RT @futebol_info: Acabou! Flamengo vence o Athletico por 1x0 e é TRICAMPEÃO da Libertadores! 🔴⚫️🏆  📸 Marcelo Cortes https://t.co/EOYjpV2c0n"
Flamengo,1586531315691626500,"Vinícius Jr vai ganhar o Mundial de Clubes em cima do Flamengo. @PVC"
Flamengo,1586531315993563100,"@gabigol @Flamengo Como flamenguista só tenho uma coisa a falar... MUITO OBRIGADO!!!!! ÍDOLO!! ÍDOLO!! ÍDOLO!!! TU ÉS MEU ÍDOLO"
Flamengo,1586531314995716000,"RT @Flamengo: E aí, MONSTRO @DavidLuiz_4! 🏆🏆🏆🔴⚫ #M3NGO https://t.co/ONVxexenWa"
Flamengo,1586531315360628700,"RT @Flamengo: VENCER. VENCER. VENCER.  #M3NGO https://t.co/dcMeZ0SJ0I"
Flamengo,1586531314894635000,"RT @centraldanacao: Eu cresci assistindo um Flamengo que nem ia pra libertadores e quando ia era eliminado na fase de grupos pra hoje esse…"
Flamengo,1586531314765025300,"@LaRoja @kingarturo23 @ErickPulgar @Libertadores @Flamengo Por el culo https://t.co/S0axzCRXmt"
Carla Zambelli,1586531316677644300,"RT @BrunoEnglerDM: A Deputada Carla Zambelli foi agredida por covardes e usou sua arma pra se defender, o fato é esse, o resto é narrativa…"
Carla Zambelli,1586531316513747000,"RT @antoniotabet: Ricardo Salles passou com o carro sobre a moto de um entregador de aplicativo. Roberto Jefferson atirou com fuzil e grana…"
Carla Zambelli,1586531314982744000,"RT @senadorhumberto: A criminosa Carla Zambelli tentou constranger uma jornalista. Levou uma invertida. Não basta cometer um crime. Também…"
Carla Zambelli,1586531316233031700,"RT @fellipebambam: Video da Carla Zambelli correndo atrás do Bandido com a arma viralizando aqui no Nordeste e virando muito voto q era do…"
Carla Zambelli,1586531314865668000,"RT @marciatiburi: A Carla Zambelli, que há poucos dias estava aqui me xingando loucamente, armou uma cena. Perseguiu um homem armada e, com…"
Carla Zambelli,1586531315184066600,"RT @AnonNovidades: Carla Zambelli tem dois CPFs. Fez o segundo quando tinha 17 e precisava apresentar ser maior de idade para viajar e trab…"
Carla Zambelli,1586531314836320300,"RT @OGloboPolitica: No Jardins (SP), Carla Zambelli saca arma e aponta para manifestante https://t.co/Jb5MWMsKlF https://t.co/fSlGJgFJrU"
Carla Zambelli,1586531314844323800,"RT @senadorhumberto: Estamos aguardando a prisão em flagrante por porte ilegal de arma da deputada Carla Zambelli, que, num ato criminoso,…"
Carla Zambelli,1586531314475405300,"RT @ivan: (no Instagram) 📌 Carla Zambelli diz que foi atacada; que foi empurrada; que caiu; que machucou o joelho direito e até rasgou a ca…"
Carla Zambelli,1586531314664366000,"RT @PedroRonchi2: Amanhã os brasileiros vão decidir se querem um país com mais pessoas como Carla Zambelli e Roberto Jefferson ou com mais…"
Pedro Henrique,1586531313963520000,"RT @Miltonneves: Fla campeão com mais um absurdo: Pedro Henrique, expulso, sequer fez falta! - https://t.co/qDbRQZlUx1"
Pedro Henrique,1586531208074350600,"Com gol de Gabigol, com assistência de Everton Ribeiro (melhor em campo), o Flamengo sagrou-se tricampeão da Libert… https://t.co/cSxhJwLLQH"
Pedro Henrique,1586531111450153000,"RT @CentralDaSEP: Era só fazer assim, Pedro Henrique  https://t.co/6vQ0YLfOZW"
Pedro Henrique,1586531179393474600,"@Matheus93546060 @centraldanacao Ficou nada. Vocês tem é que agradecer demais o lixo do Pedro Henrique mesmo. O jog… https://t.co/oOUGX3J0vv"
Pedro Henrique,1586531066734866400,"@Art7uca flamengo tava pior até o pedro henrique cagar o jogo"
Pedro Henrique,1586531029153505300,"@jprsgarbi Alguém tem que ganha o bicho pra sair como vilão na última foi o Andreas e hoje foi o Pedro Henrique"
Pedro Henrique,1586531017275285500,"RT @FlaPosting: Pinola 2019  Pará 2020  Andreas 2021  Pedro Henrique 2022   A cada ano um novo pitico aparece"
Pedro Henrique,1586530882994569200,"@TNTSportsBR Não To vendo nenhum flamenguista dizendo q o título foi culpa do Pedro Henrique…"
Pedro Henrique,1586530863734366200,"RT @flamenguismo_: Ayrton Lucas pagou os 9 milhões de euros da contratação dele cavando a expulsão do Pedro Henrique hoje.  Flamengo TEM qu…"
Zico,1586531314022244400,"RT @mundodabola: Flamengo tem 8 gols em finais de Libertadores.  4 do Zico, 4 do Gabigol.  📸 Alexandre Vidal https://t.co/Yn2iAieeP8"
Pedro Henrique,1586531019724796000,"@geglobo Vale ressaltar que momentos antes do 1° cartão o juiz tinha chamando o Pedro Henrique e o Pedroso Guilherm… https://t.co/H4sEprFszS"
Zico,1586531308930445300,"RT @geglobo: #Flamengo. #Libertadores. Zico. Gabigol.   #ge https://t.co/7G49B247bz"
Zico,1586531295924224000,"RT @futebol_info: Simplesmente o segundo MAIOR jogador da história do Flamengo. Atrás apenas de Zico.  📸 Marcelo Cortes https://t.co/zWpKhR…"
Zico,1586531298474356700,"RT @brunoformiga: Existe a Era Zico. E existe a Era Gabigol."
Zico,1586531288693244000,"RT @futebol_info: Simplesmente o segundo MAIOR jogador da história do Flamengo. Atrás apenas de Zico.  📸 Marcelo Cortes https://t.co/zWpKhR…"
Zico,1586531275547938800,"Apenas 2 jogadores Marcaram gols pelo Flamengo em Finais de Libertadores:  1- ARTHUR ANTUNES COIMBRA. (O REI ZICO 👑… https://t.co/PhTf81fuCl"
Zico,1586531277649645600,"@ruanlucas_fla Gabriel só está abaixo de Zico, não tem como. É o Zico da nossa geração, o maior.  Foi marreta hoje… https://t.co/PyKG8AEiaj"
Zico,1586531269571416000,"RT @goldorayo: Eu vou repetir: depois de Zico, Gabriel Barbosa é o maior jogador da HISTÓRIA do Clube de Regatas do Flamengo.   Os velhos í…"
Zico,1586531292518453200,"RT @brunoformiga: Existe a Era Zico. E existe a Era Gabigol."
Zico,1586531268942254000,"RT @futebol_info: Apenas 2 jogadores marcaram gol com a camisa do Flamengo em final de Libertadores: Zico e Gabigol.  📸 Alexandre Vidal htt…"
#SinaisDoOutroLado,1586531315603546000,"RT @VeluStan: O MELHOR PERSONAGEM DO RPG!!!  #SDOL #SinaisDoOutroLado https://t.co/g4vbvQjgd1"
#SinaisDoOutroLado,1586531315289305000,"RT @bellamribeiro: Se o Kiko late, eu escuto Se o Kiko mostra a barriguinha, eu admiro Se o Kiko tem 100 fãs, eu sou um deles Se o Kiko tem…"
#SinaisDoOutroLado,1586531314139746300,"RT @khaleesitmoon: KKKKKKKK vazou o filme  #SinaisDoOutroLado https://t.co/fAnfEmYj4U"
#SinaisDoOutroLado,1586531313976103000,"xande e guizo amo vcs #SinaisDoOutroLado"
#SinaisDoOutroLado,1586531310419705900,"RT @AoiMoon__: Alexandre   #OrdemParanormal  #SinaisDoOutroLado  #SDOLfanart https://t.co/uDQLIB0QFc"
#SinaisDoOutroLado,1586531312885809200,"FIZ A APOSTA KKKKKK #SinaisDoOutroLado"
#SinaisDoOutroLado,1586531307806691300,"RT @thurgarettsz: guizo pq nao vi nenhum guizo na tml #SinaisDoOutroLado https://t.co/pFDDF3pPpa"
#SinaisDoOutroLado,1586531305776287700,"RT @i4strife: a evolução do tabletop, que coisa incrível #SinaisDoOutroLado https://t.co/JjYiSnc1rj"
#SinaisDoOutroLado,1586531305398771700,"o xande é mt foda #SinaisDoOutroLado"
#SinaisDoOutroLado,1586531304757416000,"RT @misslapiz1805: xande                                         joão frango #SinaisDoOutroLado #SDOL https://t.co/o3sEH7AWEq"
